# inflected verbs, comma separated per slot: TLA, lemma altinfs prenoms presufs stats imps
C951	ⲉⲓⲣⲉ	ⲁⲁ,ⲉⲓⲣⲉ,ⲟ,ⲣ	ⲁⲁ-,ⲁⲣⲓ-,ⲉⲓⲣⲉ-,ⲟ-,ⲣ-	ⲁ=,ⲁⲁ=,ⲣ=	ⲟ+	ⲁⲣⲓ!,ⲁⲣⲓ-!,ⲁⲣⲓ=!,ⲁⲣⲓⲣⲉ!,ⲙⲡⲱⲣ!
C871	ⲉⲓⲱ	ⲉⲓⲱ	_	ⲉⲓⲁⲁ=	_	_
C972	ⲉⲓⲱⲣϩ	ⲉⲓⲱⲣϩ	_	ⲉⲓⲟⲣϩ=	_	_
C4782	ⲑⲃⲃⲓⲟ	ⲑⲃⲃⲓⲟ	ⲑⲃⲃⲓⲉ-	ⲑⲃⲃⲓⲟ=	ⲑⲃⲃⲓⲏⲩ+	_
C4803	ⲑⲙⲕⲟ	ⲑⲙⲕⲟ	ⲑⲙⲕⲉ-	ⲑⲙⲕⲟ=	_	_
C4806	ⲑⲙⲥⲟ	ⲑⲙⲥⲟ	_	ⲑⲙⲥⲟ=	_	ⲙⲁⲑⲙⲥⲟ=!
C1112	ⲕⲃⲟ	ⲕⲃⲟ	_	_	ⲕⲏⲃ+	_
C1451	ⲕⲧⲟ	ⲕⲧⲉ,ⲕⲧⲟ	ⲕⲧⲉ-	ⲕⲧⲉ=,ⲕⲧⲟ=	ⲕⲧⲏⲩ+	_
C1058	ⲕⲱ	ⲕⲁ,ⲕⲱ	ⲕⲁ-,ⲕⲱ-	ⲕⲁ=,ⲕⲁⲁ=	ⲕⲏ+	_
C1122	ⲕⲱⲕ	ⲕⲱⲕ	_	_	ⲕⲏⲕ+,ⲕⲏⲕⲁϩⲏⲩ+	_
C1238	ⲕⲱⲙϣ	ⲕⲱⲙϣ	_	ⲕⲟⲙϣ=	_	_
C1383	ⲕⲱⲧ	ⲕⲱⲧ	ⲕⲉⲧ-,ⲕⲟⲧ-	ⲕⲉⲧ=,ⲕⲟⲧ=,ⲕⲱⲧ=	ⲕⲏⲧ+	_
C1366	ⲕⲱⲱⲥ	ⲕⲱⲱⲥ	_	ⲕⲟⲟⲛⲥ=	_	_
C1547	ⲗⲟ	ⲗⲟ	_	_	_	ⲁⲗⲱⲧⲛ!
C1663	ⲗⲱⲙⲥ	ⲗⲱⲙⲥ	_	_	ⲗⲟⲙⲥ+	_
C1785	ⲙⲉ	ⲙⲉ,ⲙⲉⲣⲉ,ⲙⲉⲣⲓⲧ	ⲙⲉⲣⲉ-	ⲙⲉⲣⲓⲧ=	_	_
C1857	ⲙⲕⲁϩ	ⲙⲕⲁϩ	_	_	ⲙⲟⲕϩ+	_
C1842	ⲙⲟⲕⲙⲉⲕ	ⲙⲟⲕⲙⲉⲕ	_	ⲙⲉⲕⲙⲟⲩⲕ=	_	_
C2057	ⲙⲟⲥⲧⲉ	ⲙⲉⲥⲧⲉ,ⲙⲟⲥⲧⲉ	ⲙⲉⲥⲧⲉ-	ⲙⲉⲥⲧⲱ=	_	_
C1809	ⲙⲟⲩ	ⲙⲟⲩ	_	ⲙⲟⲩ=	ⲙⲟⲟⲩⲧ+	_
C2262	ⲙⲟⲩϣⲧ	ⲙⲉϣⲧ,ⲙⲟⲩϣⲧ	ⲙⲉϣⲧ-	ⲙⲟϣⲧ=	_	_
C2341	ⲙⲟⲩϫϭ	ⲙⲟϫϭ,ⲙⲟⲩϫϭ	_	_	ⲙⲟϫⲧ+	_
C1856	ⲙⲟⲩⲕϩ	ⲙⲟⲩⲕϩ	ⲙⲟⲕϩ-	ⲙⲟⲕϩ=	ⲙⲟⲕϩ+	_
C1913	ⲙⲟⲩⲛ	ⲙⲟⲩⲛ	_	_	ⲙⲏⲛ+	_
C2192	ⲙⲟⲩⲟⲩⲧ	ⲙⲟⲟⲩⲧ,ⲙⲟⲩⲟⲩⲧ	_	ⲙⲟⲟⲩⲧ=,ⲙⲟⲩⲟⲩⲧ=	ⲙⲟⲟⲩⲧ+	_
C1991	ⲙⲟⲩⲣ	ⲙⲟⲩⲣ	ⲙⲉⲣ-	ⲙⲟⲣ=,ⲙⲟⲩⲣ=	ⲙⲏⲣ+	_
C2140	ⲙⲟⲩⲧⲛ	ⲙⲟⲩⲧⲛ	_	ⲙⲟⲧⲛ=	_	_
C1982	ⲙⲡϣⲁ	ⲉⲙⲡϣⲁ,ⲙⲡϣⲁ	_	_	_	_
C2122	ⲙⲧⲟⲛ	ⲙⲧⲟⲛ	_	_	ⲙⲟⲧⲛ+	_
C2613	ⲛϣⲟⲧ	ⲛϣⲟⲧ	_	_	ⲛⲁϣⲧ+	_
C2676	ⲛⲁϩⲧⲉ	ⲛⲁϩⲧⲉ	_	_	ⲛϩⲟⲧ+	_
C2578	ⲛⲁⲩ	ⲛⲁⲩ	_	ⲛⲁⲩ=	_	ⲁⲛⲁⲩ!
C2603	ⲛⲟⲩϣⲡ	ⲛⲟⲩϣⲡ	_	ⲛⲟϣⲡ=	_	_
C2662	ⲛⲟⲩϩⲙ	ⲛⲁϩⲙ,ⲛⲟⲩϩⲙ	_	ⲛⲁϩⲙ=,ⲛⲁϩⲙⲉ=	_	_
C2691	ⲛⲟⲩϫⲉ	ⲛⲉϫ,ⲛⲟⲩϫⲉ	ⲛⲉϫ-	ⲛⲟϫ=	ⲛⲏϫ+	_
C4902	ⲟⲩⲉ	ⲟⲩⲉ,ⲟⲩⲏⲩ	_	_	ⲟⲩⲏⲩ+	_
C5096	ⲟⲩⲟⲡ	ⲟⲩⲟⲡ	ⲟⲩⲁⲁⲃ-	_	ⲟⲩⲁⲁⲃ+	_
C5136	ⲟⲩⲣⲟⲧ	ⲟⲩⲣⲟⲧ	_	_	ⲣⲟⲟⲩⲧ+	_
C5257	ⲟⲩⲱϣ	ⲟⲩⲉϣ,ⲟⲩⲱϣ	ⲟⲩⲉϣ-	ⲟⲩⲁϣ=,ⲟⲩⲉϣ=,ⲟⲩⲱϣ=	_	_
C5280	ⲟⲩⲱϣⲥ	ⲟⲩⲉϣⲥ,ⲟⲩⲱϣⲥ	_	_	ⲟⲩⲟϣⲥ+	_
C5326	ⲟⲩⲱϩⲙ	ⲟⲩⲱϩⲙ	_	ⲟⲩⲁϩⲙ=	_	_
C5344	ⲟⲩⲱϫⲉ	ⲟⲩⲱϫⲉ	_	_	ⲟⲩⲟϫ+	_
C5003	ⲟⲩⲱⲙ	ⲟⲩⲱⲙ	ⲟⲩⲉⲙ-,ⲟⲩⲱⲙ-	ⲟⲩⲉⲙ=,ⲟⲩⲟⲙ=	_	_
C5064	ⲟⲩⲱⲛ	ⲟⲩⲱⲛ	_	ⲟⲩⲱⲛ=	ⲟⲩⲏⲛ+	_
C5087	ⲟⲩⲱⲛϩ	ⲟⲩⲉⲛϩ,ⲟⲩⲟⲛϩ,ⲟⲩⲱⲛϩ,ⲟⲩⲱⲛⲁϩ	ⲟⲩⲉⲛϩ-	ⲟⲩⲟⲛϩ=	ⲟⲩⲟⲛϩ+	_
C5170	ⲟⲩⲱⲥϥ	ⲟⲩⲱⲥϥ	_	ⲟⲩⲟⲥϥ=	_	_
C5203	ⲟⲩⲱⲧⲃ	ⲟⲩⲱⲧⲃ	_	_	ⲟⲩⲟⲧⲃ+	_
C4982	ⲟⲩⲱⲱⲗⲉ	ⲟⲩⲱⲱⲗⲉ	_	_	ⲟⲩⲟⲟⲗⲉ+	_
C2869	ⲡⲉⲓⲣⲉ	ⲡⲉⲓⲣⲉ,ⲡⲓⲣⲉ	_	_	ⲡⲣⲉⲓⲱⲟⲩ+	_
C2912	ⲡⲓⲥⲉ	ⲡⲓⲥⲉ	_	ⲡⲁⲥⲧ=	ⲡⲟⲥⲉ+	_
C2949	ⲡⲱϣ	ⲡⲉϣ,ⲡⲱϣ	ⲡⲉϣ-	ⲡⲟϣ=,ⲡⲱϣ=	ⲡⲏϣ+	_
C2997	ⲡⲱϩⲧ	ⲡⲁϩⲧ,ⲡⲉϩⲧ,ⲡⲱϩⲧ	ⲡⲁϩⲧ-,ⲡⲉϩⲧ-	ⲡⲁϩⲧ=	_	_
C2895	ⲡⲱⲣϣ	ⲡⲱⲣϣ	ⲡⲣϣ-	ⲡⲟⲣϣ=	ⲡⲟⲣϣ+	_
C2903	ⲡⲱⲣϫ	ⲡⲉⲣϫ,ⲡⲟⲣϫ,ⲡⲱⲣϫ	_	ⲡⲟⲣϫ=	_	_
C2880	ⲡⲱⲣⲕ	ⲡⲱⲣⲕ	_	ⲡⲟⲣⲕ=	_	_
C2925	ⲡⲱⲧ	ⲡⲱⲧ	_	_	ⲡⲏⲧ+	_
C2837	ⲡⲱⲱⲛⲉ	ⲡⲟⲟⲛⲉ,ⲡⲱⲱⲛⲉ	ⲡⲉⲛⲉ-,ⲡⲱⲱⲛⲉ-	ⲡⲟⲟⲛⲉ=	_	_
C3058	ⲣⲟⲉⲓⲥ	ⲣⲟⲉⲓⲥ	_	_	ⲣⲏⲥ+	_
C3245	ⲣⲱϩⲧ	ⲣⲱϩⲧ	ⲣⲁϩⲧ-,ⲣⲉϩⲧ-	ⲣⲁϩⲧ=	_	_
C3080	ⲣⲱⲕϩ	ⲣⲉⲕϩ,ⲣⲟⲕϩ,ⲣⲱⲕϩ	_	ⲣⲟⲕϩ=	_	_
C3178	ⲣⲱⲧ	ⲣⲱⲧ	_	_	ⲣⲏⲧ+	_
C3972	ⲥϩⲁⲓ	ⲥϩⲁⲓ,ⲥⲉϩ	ⲥⲁϩ-,ⲥⲏϩ-	ⲥϩⲁⲓ=,ⲥⲁϩ=	ⲥⲏϩ+	_
C3629	ⲥⲁⲁⲛϣ	ⲥⲁⲁⲛϣ,ⲥⲁⲛϣ	_	ⲥⲁⲛⲟⲩϣ=	_	_
C3351	ⲥⲃⲃⲉ	ⲥⲃⲃⲉ	_	ⲥⲃⲃⲏⲧ=	ⲥⲃⲃⲏⲩ+	_
C3357	ⲥⲃⲟⲕ	ⲥⲃⲟⲕ	_	_	ⲥⲟⲃⲕ+	_
C3899	ⲥⲓϣⲉ	ⲥⲓϣⲉ	_	_	ⲥⲁϣⲉ+	_
C3443	ⲥⲕⲟⲣⲕⲣ	ⲥⲕⲟⲣⲕⲣ	ⲥⲕⲣⲕⲣ-	_	_	_
C3537	ⲥⲙⲓⲛⲉ	ⲥⲙⲓⲛⲉ	ⲥⲙⲛ-	ⲥⲙⲛ=,ⲥⲙⲛⲧ=	ⲥⲙⲟⲛⲧ+	_
C3519	ⲥⲙⲟⲩ	ⲥⲙⲟⲩ	_	_	ⲥⲙⲁⲙⲁⲁⲧ+	_
C3366	ⲥⲟⲃⲧⲉ	ⲥⲃⲧⲱⲧ,ⲥⲟⲃⲧⲉ	_	ⲥⲃⲧⲱⲧ=	ⲥⲃⲧⲱⲧ+	_
C3482	ⲥⲟⲗⲥⲗ	ⲥⲟⲗⲥⲗ	_	ⲥⲗⲥⲱⲗ=	_	_
C3871	ⲥⲟⲟⲩⲛ	ⲥⲟⲟⲩⲛ,ⲥⲟⲩⲛ,ⲥⲟⲩⲱⲛ	ⲥⲟⲟⲩⲛ-,ⲥⲟⲩⲛ-	ⲥⲟⲩⲱⲛ=	_	_
C3881	ⲥⲟⲟⲩⲧⲛ	ⲥⲟⲟⲩⲧⲛ,ⲥⲟⲩⲧⲛ	ⲥⲟⲩⲧⲛ-	ⲥⲟⲩⲧⲱⲛ=	ⲥⲟⲩⲧⲱⲛ+	_
C3732	ⲥⲣϥⲉ	ⲥⲣϥⲉ	_	_	ⲥⲣⲟϥⲧ+	_
C3714	ⲥⲣⲟⲙⲣⲙ	ⲥⲣⲟⲙⲣⲙ	_	ⲥⲣⲙⲣⲱⲙ=	_	_
C3304	ⲥⲱ	ⲥⲟ,ⲥⲱ	ⲥⲉ-	ⲥⲟⲟ=	_	_
C3935	ⲥⲱϣϥ	ⲥⲱϣϥ	_	_	ⲥⲟϣϥ+	_
C3378	ⲥⲱⲃϩ	ⲥⲱⲃϩ	_	_	ⲥⲟⲃϩ+	_
C3408	ⲥⲱⲕ	ⲥⲉⲕ,ⲥⲱⲕ	ⲥⲉⲕ-	ⲥⲟⲕ=	_	_
C3643	ⲥⲱⲛϩ	ⲥⲟⲛϩ,ⲥⲱⲛϩ	_	ⲥⲟⲛϩ=	_	_
C3890	ⲥⲱⲟⲩϩ	ⲥⲱⲟⲩϩ	ⲥⲉⲩϩ-	ⲥⲉⲩϩ=,ⲥⲟⲟⲩϩ=	ⲥⲟⲟⲩϩ+	_
C3669	ⲥⲱⲡ	ⲥⲱⲡ	ⲥⲉⲡ-	_	_	_
C3694	ⲥⲱⲣ	ⲥⲱⲣ	_	ⲥⲟⲣ=	_	_
C3704	ⲥⲱⲣⲙ	ⲥⲟⲣⲙ,ⲥⲱⲣⲙ	_	ⲥⲟⲣⲙ=	ⲥⲟⲣⲙ+	_
C3844	ⲥⲱⲧϥ	ⲥⲱⲧϥ	_	_	ⲥⲟⲧϥ+	_
C3812	ⲥⲱⲧⲙ	ⲥⲱⲧⲙ	ⲥⲱⲧⲙ-	ⲥⲟⲧⲙ=,ⲥⲟⲧⲙⲉ=	_	_
C3828	ⲥⲱⲧⲡ	ⲥⲟⲧⲡ,ⲥⲱⲧⲡ	ⲥⲟⲧⲡ-	ⲥⲉⲧⲡ=,ⲥⲟⲧⲡ=	ⲥⲟⲧⲡ+	_
C3943	ⲥⲱⲱϥ	ⲥⲱⲱϥ	_	_	ⲥⲟⲟϥ+	_
C4815	ⲧϩⲡⲟ	ⲑⲡⲟ,ⲧϩⲡⲟ	_	ⲑⲡⲟ=	_	_
C4703	ⲧⲁϣⲟ	ⲧⲁϣⲉ,ⲧⲁϣⲟ	ⲧⲁϣⲉ-	ⲧⲁϣⲟ=	_	_
C4740	ⲧⲁϩⲟ	ⲧⲁϩⲉ,ⲧⲁϩⲟ	ⲧⲁϩⲉ-	ⲧⲁϩⲟ=,ⲧⲁϩⲱ=	ⲧⲁϩⲉ+	_
C4842	ⲧⲁϫⲣⲟ	ⲧⲁϫⲣⲟ	ⲧⲁϫⲣⲉ-	ⲧⲁϫⲣⲉ=,ⲧⲁϫⲣⲟ=	ⲧⲁϫⲣⲏⲩ+	_
C4152	ⲧⲁⲉⲓⲟ	ⲧⲁⲉⲓⲟ	ⲧⲁⲓⲉ-	ⲧⲁⲉⲓⲟ=,ⲧⲁⲓⲉ=	ⲧⲁⲉⲓⲏⲩ+,ⲧⲁⲓⲏⲩ+	_
C4177	ⲧⲁⲕⲟ	ⲧⲁⲕⲟ	ⲧⲁⲕⲉ-	ⲧⲁⲕⲟ=	_	_
C4272	ⲧⲁⲗϭⲟ	ⲧⲁⲗϭⲉ,ⲧⲁⲗϭⲟ	ⲧⲁⲗϭⲉ-	ⲧⲁⲗϭⲟ=	_	_
C4311	ⲧⲁⲙⲓⲟ	ⲧⲁⲙⲓⲉ,ⲧⲁⲙⲓⲟ	ⲧⲁⲙⲉⲓⲉ-,ⲧⲁⲙⲓⲉ-,ⲧⲁⲙⲓⲟ-	ⲧⲁⲙⲓⲉ=,ⲧⲁⲙⲓⲟ=	_	_
C4286	ⲧⲁⲙⲟ	ⲧⲁⲙⲉ,ⲧⲁⲙⲟ	ⲧⲁⲙⲉ-,ⲧⲁⲙⲟ-	ⲧⲁⲙⲟ=,ⲧⲁⲙⲱ=	_	_
C4383	ⲧⲁⲛϩⲟ	ⲧⲁⲛϩⲟ	ⲧⲁⲛϩⲉ-	ⲧⲁⲛϩⲟ=	_	_
C4626	ⲧⲁⲩⲟ	ⲧⲁⲟⲩⲉ,ⲧⲁⲟⲩⲟ,ⲧⲁⲩⲉ,ⲧⲁⲩⲟ	ⲧⲁⲟⲩⲉ-,ⲧⲁⲩⲉ-	ⲧⲁⲩⲉ=,ⲧⲁⲩⲟ=,ⲧⲁⲩⲟⲩⲟ=	_	_
C4099	ⲧⲃⲃⲟ	ⲧⲃⲃⲟ	_	ⲧⲃⲃⲉ=,ⲧⲃⲃⲟ=	ⲧⲃⲃⲏⲩ+	_
C4318	ⲧⲙⲙⲟ	ⲧⲙⲙⲟ	_	ⲧⲙⲙⲟ=,ⲧⲙⲟ=	_	_
C4367	ⲧⲟⲛⲧⲛ	ⲧⲛⲧⲱⲛ,ⲧⲟⲛⲧⲛ	_	ⲧⲛⲧⲛ=,ⲧⲛⲧⲱⲛ=	ⲧⲛⲧⲱⲛ+	_
C4835	ⲧⲟⲩϫⲟ	ⲧⲟⲩϫⲉ,ⲧⲟⲩϫⲟ	ⲧⲟⲩϫⲉ-	ⲧⲟⲩϫⲟ=	_	_
C4672	ⲧⲟⲩⲛⲟ	ⲧⲟⲩⲛⲟ	ⲧⲟⲩⲛ-	_	_	_
C4561	ⲧⲥⲁⲃⲟ	ⲧⲥⲁⲃⲉ,ⲧⲥⲁⲃⲟ	ⲧⲥⲉⲃⲉ-	ⲧⲥⲁⲃⲉ=,ⲧⲥⲁⲃⲟ=,ⲧⲥⲁⲃⲱ=	_	_
C4573	ⲧⲥⲁⲛⲟ	ⲧⲥⲁⲛⲟ	_	_	ⲧⲥⲁⲛⲏⲩ+	_
C4543	ⲧⲥⲟ	ⲧⲥⲉ,ⲧⲥⲟ	_	ⲧⲥⲉ=,ⲧⲥⲟ=	_	_
C4707	ⲧⲱϣ	ⲧⲱϣ	ⲧⲉϣ-	ⲧⲟϣ=	ⲧⲏϣ+	_
C4768	ⲧⲱϩ	ⲧⲁϩ,ⲧⲱϩ	_	ⲧⲱϩ=	ⲧⲏϩ+	_
C4798	ⲧⲱϩⲙ	ⲧⲁϩⲙ,ⲧⲱϩⲙ	ⲧⲉϩⲙ-	ⲧⲁϩⲙ=,ⲧⲁϩⲙⲉ=,ⲧⲉϩⲙ=	ⲧⲁϩⲙ+	_
C4820	ⲧⲱϩⲥ	ⲧⲱϩⲥ	_	ⲧⲁϩⲥ=	_	_
C4127	ⲧⲱⲃⲥ	ⲧⲱⲃⲥ	_	ⲧⲟⲃⲥ=	_	_
C4222	ⲧⲱⲕⲙ	ⲧⲱⲕⲙ	ⲧⲉⲕⲙ-	ⲧⲟⲕⲙ=	ⲧⲟⲕⲙ+	_
C4261	ⲧⲱⲗⲙ	ⲧⲱⲗⲙ	_	_	ⲧⲟⲗⲙ+	_
C4320	ⲧⲱⲙⲥ	ⲧⲟⲙⲥ,ⲧⲱⲙⲥ	_	ⲧⲟⲙⲥ=	_	_
C4418	ⲧⲱⲡⲉ	ⲧⲱⲡⲉ	ⲧⲉⲡ-	_	_	_
C4599	ⲧⲱⲧ	ⲧⲱⲧ	_	_	ⲧⲏⲧ+	_
C4858	ⲧⲱⲱϭⲉ	ⲧⲱϭⲉ,ⲧⲱⲱϭⲉ	_	ⲧⲟϭ=	ⲧⲏϭ+	_
C5629	ⲱϥⲉ	ⲱϥⲉ	_	_	ⲟⲃⲉ+	_
C5640	ⲱϩⲉ	ⲁϩⲉ,ⲱϩⲉ	ⲁϩⲉ-	_	_	_
C5661	ⲱϫⲛ	ⲱϫⲛ	_	ⲟϫⲛ=	_	_
C5427	ⲱⲃϣ	ⲟⲃϣ,ⲱⲃϣ	_	ⲟⲃϣ=	ⲟⲃϣ+	_
C5441	ⲱⲕⲙ	ⲱⲕⲙ	_	_	ⲟⲕⲙ+	_
C5445	ⲱⲗ	ⲱⲗ	_	ⲟⲗ=	_	_
C5472	ⲱⲙⲕ	ⲱⲙⲕ	ⲉⲙⲕ-	ⲟⲙⲕ=	_	_
C5476	ⲱⲙⲥ	ⲟⲙⲥ,ⲱⲙⲥ	_	ⲟⲙⲥ=	_	_
C5508	ⲱⲛϩ	ⲱⲛϩ	_	_	ⲟⲛϩ+	_
C5501	ⲱⲛⲕ	ⲱⲛⲕ	_	ⲟⲛⲕ=	_	_
